event_id,event_date,post_created_at,chapter,event_class,stage,status,kind,pages_manuscript,n_pages,chapters_remaining,n_chapters,source_text_ja,extraction_method,confidence,notes,tweet_id,source_url
E00400,2024-06-26,2024-06-26,413,page_completed,,,,8 9 10,3,,,,image_transcription,medium,chapter via cycle_anchor,1805873828775817614,https://x.com/Un4v5s8bgsVk9Xp/status/1805873828775817614
E00401,2024-06-27,2024-06-27,413,page_completed,,,,11 12 13,3,,,,image_transcription,high,chapter via reviewer_anchor,1806236277743976470,https://x.com/Un4v5s8bgsVk9Xp/status/1806236277743976470
E00402,2024-06-28,2024-06-28,413,page_completed,,,,14 15 16,3,,,,image_transcription,high,chapter via reviewer_anchor,1806598842818970067,https://x.com/Un4v5s8bgsVk9Xp/status/1806598842818970067
E00130,2024-06-29,2024-06-29T08:12:00.677000+00:00,413,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1806963818188468235,https://x.com/Un4v5s8bgsVk9Xp/status/1806963818188468235
E00131,2024-06-30,2024-06-30T08:04:03.242000+00:00,414,chapter_stage,character_inking,started,,,,,,ペン入れ開始。,text_explicit,high,,1807324203546444177,https://x.com/Un4v5s8bgsVk9Xp/status/1807324203546444177
E00132,2024-07-01,2024-07-01T11:18:48.138000+00:00,407,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1807735601418191006,https://x.com/Un4v5s8bgsVk9Xp/status/1807735601418191006
E00133,2024-07-01,2024-07-01T11:18:48.138000+00:00,414,chapter_stage,chapter_level,in_progress,,,,,,原稿に逃避中。,text_explicit,high,"bare status, scoped to chapter",1807735601418191006,https://x.com/Un4v5s8bgsVk9Xp/status/1807735601418191006
E00134,2024-07-01,2024-07-01T11:18:48.138000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー制作中。　正確には、やらなきゃと,text_explicit,high,,1807735601418191006,https://x.com/Un4v5s8bgsVk9Xp/status/1807735601418191006
E00403,2024-07-01,2024-07-01,414,page_completed,,,,4 5 6,3,,,,image_transcription,high,chapter via reviewer_anchor,1807686257998438618,https://x.com/Un4v5s8bgsVk9Xp/status/1807686257998438618
E00135,2024-07-02,2024-07-02T08:01:30.490000+00:00,408,chapter_stage,dialogue,in_progress,,,,,,台詞入れ進行中。,text_explicit,high,,1808048338589089854,https://x.com/Un4v5s8bgsVk9Xp/status/1808048338589089854
E00136,2024-07-02,2024-07-02T08:01:30.490000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー完了。コメント諸々完了。,text_explicit,high,,1808048338589089854,https://x.com/Un4v5s8bgsVk9Xp/status/1808048338589089854
E00404,2024-07-03,2024-07-03,414,page_completed,,,,8 9,2,,,,image_transcription,medium,chapter via cycle_anchor,1808412582673543479,https://x.com/Un4v5s8bgsVk9Xp/status/1808412582673543479
E00137,2024-07-04,2024-07-04T08:02:48.928000+00:00,407,chapter_stage,manuscript_complete,complete,,,,,,指定書完了。,text_explicit,high,"bare status, scoped to chapter",1808773443313414560,https://x.com/Un4v5s8bgsVk9Xp/status/1808773443313414560
E00138,2024-07-04,2024-07-04T08:02:48.928000+00:00,408,chapter_stage,dialogue,in_progress,,,,,,台詞入れ.指定書作成中。,text_explicit,high,,1808773443313414560,https://x.com/Un4v5s8bgsVk9Xp/status/1808773443313414560
E00405,2024-07-05,2024-07-05,414,page_completed,,,,11,1,,,,image_transcription,medium,chapter via cycle_anchor,1809146020481372306,https://x.com/Un4v5s8bgsVk9Xp/status/1809146020481372306
E00139,2024-07-06,2024-07-06T08:36:02.491000+00:00,408,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1809506580653830258,https://x.com/Un4v5s8bgsVk9Xp/status/1809506580653830258
E00140,2024-07-06,2024-07-06T08:36:02.491000+00:00,408,chapter_stage,manuscript_complete,complete,,,,,,指示書作成完了。,text_explicit,high,"bare status, scoped to chapter",1809506580653830258,https://x.com/Un4v5s8bgsVk9Xp/status/1809506580653830258
E00141,2024-07-06,2024-07-06T08:36:02.491000+00:00,409,chapter_stage,dialogue,in_progress,,,,,,台詞入れ進行中。,text_explicit,high,,1809506580653830258,https://x.com/Un4v5s8bgsVk9Xp/status/1809506580653830258
E00142,2024-07-06,2024-07-06T08:36:02.491000+00:00,409,chapter_stage,chapter_level,in_progress,,,,,,指示書作成中。,text_explicit,high,"bare status, scoped to chapter",1809506580653830258,https://x.com/Un4v5s8bgsVk9Xp/status/1809506580653830258
E00406,2024-07-07,2024-07-07,414,page_completed,,,,13,1,,,,image_transcription,medium,chapter via cycle_anchor,1809902608343286011,https://x.com/Un4v5s8bgsVk9Xp/status/1809902608343286011
E00143,2024-07-08,2024-07-08T08:03:11.968000+00:00,409,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1810223091412615191,https://x.com/Un4v5s8bgsVk9Xp/status/1810223091412615191
E00407,2024-07-09,2024-07-09,414,page_completed,,,,16 17,2,,,,image_transcription,high,chapter via reviewer_anchor,1810586451555287478,https://x.com/Un4v5s8bgsVk9Xp/status/1810586451555287478
E00408,2024-07-10,2024-07-10,414,page_completed,,,,18 19,2,,,,image_transcription,medium,chapter via cycle_anchor,1810947358655705229,https://x.com/Un4v5s8bgsVk9Xp/status/1810947358655705229
E00144,2024-07-11,2024-07-11T11:19:18.963000+00:00,415,chapter_stage,character_inking,started,,,,,,ペン入れ開始。,text_explicit,high,,1811359609363296486,https://x.com/Un4v5s8bgsVk9Xp/status/1811359609363296486
E00409,2024-07-12,2024-07-12,415,page_completed,,,,3 4 5,3,,,,image_transcription,high,chapter via reviewer_anchor,1811672073313607994,https://x.com/Un4v5s8bgsVk9Xp/status/1811672073313607994
E00410,2024-07-13,2024-07-13,415,page_completed,,,,6 7 8,3,,,,image_transcription,high,chapter via reviewer_anchor,1812039691157324227,https://x.com/Un4v5s8bgsVk9Xp/status/1812039691157324227
E00411,2024-07-14,2024-07-14,415,page_completed,,,,9 10 11,3,,,,image_transcription,high,chapter via reviewer_anchor,1812419869390029241,https://x.com/Un4v5s8bgsVk9Xp/status/1812419869390029241
E00412,2024-07-15,2024-07-15,415,page_completed,,,,12 13,2,,,,image_transcription,medium,chapter via cycle_anchor,1812759219067818266,https://x.com/Un4v5s8bgsVk9Xp/status/1812759219067818266
E00413,2024-07-16,2024-07-16,415,page_completed,,,,14 15,2,,,,image_transcription,high,chapter via reviewer_anchor,1813121614911009153,https://x.com/Un4v5s8bgsVk9Xp/status/1813121614911009153
E00414,2024-07-17,2024-07-17,415,page_completed,,,,16 17,2,,,,image_transcription,medium,chapter via cycle_anchor,1813485171863351313,https://x.com/Un4v5s8bgsVk9Xp/status/1813485171863351313
E00145,2024-07-18,2024-07-18T08:18:15.947000+00:00,415,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1813850761631293931,https://x.com/Un4v5s8bgsVk9Xp/status/1813850761631293931
E00146,2024-07-19,2024-07-19T08:17:40.378000+00:00,416,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1814213000309387322,https://x.com/Un4v5s8bgsVk9Xp/status/1814213000309387322
E00415,2024-07-20,2024-07-20,416,page_completed,,,,3,1,,,,image_transcription,high,chapter via reviewer_anchor,1814572154119463163,https://x.com/Un4v5s8bgsVk9Xp/status/1814572154119463163
E00147,2024-07-21,2024-07-21T11:49:19.477000+00:00,410,chapter_stage,dialogue,complete,,,,,,台詞入れ完了。,text_explicit,high,,1814991039922655518,https://x.com/Un4v5s8bgsVk9Xp/status/1814991039922655518
E00148,2024-07-21,2024-07-21T18:00:24.370000+00:00,409,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1815084425652408599,https://x.com/Un4v5s8bgsVk9Xp/status/1815084425652408599
E00416,2024-07-21,2024-07-21,416,page_completed,,,,4,1,,,,image_transcription,medium,chapter via cycle_anchor,1814934744771272834,https://x.com/Un4v5s8bgsVk9Xp/status/1814934744771272834
E00149,2024-07-22,2024-07-22T09:19:29.423000+00:00,410,chapter_stage,bg_spec,complete,,,,,,背景指定書作成完了。,text_explicit,high,,1815315720768745747,https://x.com/Un4v5s8bgsVk9Xp/status/1815315720768745747
E00417,2024-07-22,2024-07-22,416,page_completed,,,,5,1,,,,image_transcription,medium,chapter via cycle_anchor,1815296394288357729,https://x.com/Un4v5s8bgsVk9Xp/status/1815296394288357729
E00150,2024-07-23,2024-07-23T12:08:12.025000+00:00,402,chapter_stage,retouch,in_progress,,,,,,最終加筆中。,text_explicit,high,,1815720565904191809,https://x.com/Un4v5s8bgsVk9Xp/status/1815720565904191809
E00151,2024-07-23,2024-07-23T13:19:16.869000+00:00,402,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1815738453956710864,https://x.com/Un4v5s8bgsVk9Xp/status/1815738453956710864
E00152,2024-07-23,2024-07-23T13:44:39.966000+00:00,403,chapter_stage,retouch,in_progress,,,,,,最終加筆中。,text_explicit,high,,1815744842288480493,https://x.com/Un4v5s8bgsVk9Xp/status/1815744842288480493
E00153,2024-07-23,2024-07-23T17:25:21.672000+00:00,403,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1815800382028947551,https://x.com/Un4v5s8bgsVk9Xp/status/1815800382028947551
E00418,2024-07-23,2024-07-23,416,page_completed,,,,6 7,2,,,,image_transcription,medium,chapter via cycle_anchor,1815665065259114815,https://x.com/Un4v5s8bgsVk9Xp/status/1815665065259114815
E00154,2024-07-24,2024-07-24T08:01:15.821000+00:00,404,chapter_stage,retouch,in_progress,,,,,,最終加筆中。,text_explicit,high,,1816020810106282298,https://x.com/Un4v5s8bgsVk9Xp/status/1816020810106282298
E00419,2024-07-25,2024-07-25,416,page_completed,,,,9,1,,,,image_transcription,high,chapter via reviewer_anchor,1816383027968405535,https://x.com/Un4v5s8bgsVk9Xp/status/1816383027968405535
E00155,2024-07-26,2024-07-26T08:57:53.171000+00:00,404,chapter_stage,manuscript_complete,complete,,,,,,完成。,text_explicit,high,"bare status, scoped to chapter",1816759835356254574,https://x.com/Un4v5s8bgsVk9Xp/status/1816759835356254574
E00420,2024-07-26,2024-07-26,416,page_completed,,,,10 11,2,,,,image_transcription,high,chapter via reviewer_anchor,1816745938922405924,https://x.com/Un4v5s8bgsVk9Xp/status/1816745938922405924
E00156,2024-07-27,2024-07-27T08:13:13.877000+00:00,,ancillary_work,,,colour_illustration,,,,,ネーム、原稿、カラー、,text_explicit,high,,1817110985448259798,https://x.com/Un4v5s8bgsVk9Xp/status/1817110985448259798
E00421,2024-07-28,2024-07-28,416,page_completed,,,,13,1,,,,image_transcription,medium,chapter via cycle_anchor,1817474591658586607,https://x.com/Un4v5s8bgsVk9Xp/status/1817474591658586607
E00422,2024-07-29,2024-07-29,416,page_completed,,,,14 15,2,,,,image_transcription,medium,chapter via cycle_anchor,1817833700547273164,https://x.com/Un4v5s8bgsVk9Xp/status/1817833700547273164
E00423,2024-07-30,2024-07-30,416,page_completed,,,,16 17,2,,,,image_transcription,high,chapter via reviewer_anchor,1818196050169217461,https://x.com/Un4v5s8bgsVk9Xp/status/1818196050169217461
E00157,2024-07-31,2024-07-31T09:12:09.114000+00:00,416,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1818575364769431741,https://x.com/Un4v5s8bgsVk9Xp/status/1818575364769431741
E00158,2024-08-01,2024-08-01T08:06:45.149000+00:00,417,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1818921294332936581,https://x.com/Un4v5s8bgsVk9Xp/status/1818921294332936581
E00424,2024-08-02,2024-08-02,417,page_completed,,,,2,1,,,,image_transcription,high,chapter via reviewer_anchor,1819282115009380402,https://x.com/Un4v5s8bgsVk9Xp/status/1819282115009380402
E00425,2024-08-03,2024-08-03,417,page_completed,,,,3,1,,,,image_transcription,high,chapter via reviewer_anchor,1819645880905224671,https://x.com/Un4v5s8bgsVk9Xp/status/1819645880905224671
E00426,2024-08-04,2024-08-04,417,page_completed,,,,4,1,,,,image_transcription,medium,chapter via cycle_anchor,1820007259818352688,https://x.com/Un4v5s8bgsVk9Xp/status/1820007259818352688
E00427,2024-08-05,2024-08-05,417,page_completed,,,,5 6,2,,,,image_transcription,high,chapter via reviewer_anchor,1820380125768331689,https://x.com/Un4v5s8bgsVk9Xp/status/1820380125768331689
E00428,2024-08-06,2024-08-06,417,page_completed,,,,7 8,2,,,,image_transcription,high,chapter via reviewer_anchor,1820754308746600934,https://x.com/Un4v5s8bgsVk9Xp/status/1820754308746600934
E00429,2024-08-07,2024-08-07,417,page_completed,,,,9 10,2,,,,image_transcription,medium,chapter via cycle_anchor,1821094894129307742,https://x.com/Un4v5s8bgsVk9Xp/status/1821094894129307742
E00430,2024-08-08,2024-08-08,417,page_completed,,,,11,1,,,,image_transcription,medium,chapter via cycle_anchor,1821474816077254935,https://x.com/Un4v5s8bgsVk9Xp/status/1821474816077254935
E00431,2024-08-09,2024-08-09,417,page_completed,,,,12,1,,,,image_transcription,medium,chapter via cycle_anchor,1821819211624391128,https://x.com/Un4v5s8bgsVk9Xp/status/1821819211624391128
E00432,2024-08-10,2024-08-10,417,page_completed,,,,13,1,,,,image_transcription,high,chapter via reviewer_anchor,1822190708452893045,https://x.com/Un4v5s8bgsVk9Xp/status/1822190708452893045
E00433,2024-08-11,2024-08-11,417,page_completed,,,,14,1,,,,image_transcription,high,chapter via reviewer_anchor,1822565040462942210,https://x.com/Un4v5s8bgsVk9Xp/status/1822565040462942210
E00434,2024-08-13,2024-08-13,417,page_completed,,,,16,1,,,,image_transcription,high,chapter via reviewer_anchor,1823271123489812566,https://x.com/Un4v5s8bgsVk9Xp/status/1823271123489812566
E00435,2024-08-14,2024-08-14,417,page_completed,,,,17,1,,,,image_transcription,medium,chapter via cycle_anchor,1823645373308535190,https://x.com/Un4v5s8bgsVk9Xp/status/1823645373308535190
E00436,2024-08-15,2024-08-15,417,page_completed,,,,18,1,,,,image_transcription,high,chapter via reviewer_anchor,1823994863806828636,https://x.com/Un4v5s8bgsVk9Xp/status/1823994863806828636
E00159,2024-08-16,2024-08-16T10:49:38.961000+00:00,417,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1824398106655342705,https://x.com/Un4v5s8bgsVk9Xp/status/1824398106655342705
E00160,2024-08-17,2024-08-17T10:23:15.869000+00:00,418,chapter_stage,character_inking,started,,,,,,ペン入れ開始。,text_explicit,high,,1824753854551920752,https://x.com/Un4v5s8bgsVk9Xp/status/1824753854551920752
E00437,2024-08-18,2024-08-18,418,page_completed,,,,2,1,,,,image_transcription,high,chapter via reviewer_anchor,1825081134868283791,https://x.com/Un4v5s8bgsVk9Xp/status/1825081134868283791
E00438,2024-08-19,2024-08-19,418,page_completed,,,,3 4,2,,,,image_transcription,medium,chapter via cycle_anchor,1825492550997934220,https://x.com/Un4v5s8bgsVk9Xp/status/1825492550997934220
E00439,2024-08-20,2024-08-20,418,page_completed,,,,5 6,2,,,,image_transcription,high,chapter via reviewer_anchor,1825809560046809595,https://x.com/Un4v5s8bgsVk9Xp/status/1825809560046809595
E00440,2024-08-21,2024-08-21,418,page_completed,,,,7,1,,,,image_transcription,high,chapter via reviewer_anchor,1826169801531863275,https://x.com/Un4v5s8bgsVk9Xp/status/1826169801531863275
E00441,2024-08-22,2024-08-22,418,page_completed,,,,8,1,,,,image_transcription,high,chapter via reviewer_anchor,1826540225738539468,https://x.com/Un4v5s8bgsVk9Xp/status/1826540225738539468
E00442,2024-08-23,2024-08-23,418,page_completed,,,,9,1,,,,image_transcription,high,chapter via reviewer_anchor,1826892826421989629,https://x.com/Un4v5s8bgsVk9Xp/status/1826892826421989629
E00443,2024-08-24,2024-08-24,418,page_completed,,,,10,1,,,,image_transcription,medium,chapter via cycle_anchor,1827297359690395824,https://x.com/Un4v5s8bgsVk9Xp/status/1827297359690395824
E00444,2024-08-25,2024-08-25,418,page_completed,,,,11,1,,,,image_transcription,high,chapter via reviewer_anchor,1827619471848304826,https://x.com/Un4v5s8bgsVk9Xp/status/1827619471848304826
E00445,2024-08-26,2024-08-26,418,page_completed,,,,12,1,,,,image_transcription,high,chapter via reviewer_anchor,1827981905326977056,https://x.com/Un4v5s8bgsVk9Xp/status/1827981905326977056
E00446,2024-08-27,2024-08-27,418,page_completed,,,,13,1,,,,image_transcription,high,chapter via reviewer_anchor,1828342600266649952,https://x.com/Un4v5s8bgsVk9Xp/status/1828342600266649952
E00161,2024-08-28,2024-08-28T08:20:10.583000+00:00,,ancillary_work,,,colour_illustration,,,,,カラーは途中。,text_explicit,high,,1828709144938909918,https://x.com/Un4v5s8bgsVk9Xp/status/1828709144938909918
E00162,2024-08-31,2024-08-31T11:02:10.951000+00:00,,disruption,,,health,,,,,施術してもらい、だいぶ回復。,text_explicit,high,,1829837078714024304,https://x.com/Un4v5s8bgsVk9Xp/status/1829837078714024304
E00163,2024-08-31,2024-08-31T11:02:10.951000+00:00,,ancillary_work,,,colour_illustration,,,,,どうやらカラー制作中の姿勢が,text_explicit,high,,1829837078714024304,https://x.com/Un4v5s8bgsVk9Xp/status/1829837078714024304
E00164,2024-08-31,2024-08-31T11:02:10.951000+00:00,,ancillary_work,,,colour_illustration,,,,,やっぱカラー嫌い。,text_explicit,high,,1829837078714024304,https://x.com/Un4v5s8bgsVk9Xp/status/1829837078714024304
E00165,2024-09-01,2024-09-01T11:07:02.710000+00:00,,batch_scope,name,,,,,,2,2話分ネーム進んだ。,text_explicit,high,,1830200690305597638,https://x.com/Un4v5s8bgsVk9Xp/status/1830200690305597638
E00166,2024-09-01,2024-09-01T11:07:02.710000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー中断中で鬱。,text_explicit,high,,1830200690305597638,https://x.com/Un4v5s8bgsVk9Xp/status/1830200690305597638
E00167,2024-09-02,2024-09-02T09:39:59.985000+00:00,,ancillary_work,,,colour_illustration,,,,,頼りなく崩れそうな感覚のなかカラーを,text_explicit,high,,1830541172475043912,https://x.com/Un4v5s8bgsVk9Xp/status/1830541172475043912
E00168,2024-09-03,2024-09-03T09:27:37.718000+00:00,,ancillary_work,,,colour_illustration,,,,,カラー原稿を渡せました。,text_explicit,high,,1830900447047037252,https://x.com/Un4v5s8bgsVk9Xp/status/1830900447047037252
E00169,2024-09-04,2024-09-04T14:58:15.160000+00:00,,batch_scope,name,,,,,,1,もう1話分ネームが上がり、,text_explicit,high,,1831346039175188725,https://x.com/Un4v5s8bgsVk9Xp/status/1831346039175188725
E00447,2024-09-05,2024-09-05,418,page_completed,,,,15,1,,,,image_transcription,medium,chapter via cycle_anchor,1831648845610283430,https://x.com/Un4v5s8bgsVk9Xp/status/1831648845610283430
E00448,2024-09-06,2024-09-06,418,page_completed,,,,16 17,2,,,,image_transcription,high,chapter via reviewer_anchor,1831980618533732490,https://x.com/Un4v5s8bgsVk9Xp/status/1831980618533732490
E00449,2024-09-07,2024-09-07,418,page_completed,,,,18,1,,,,image_transcription,high,chapter via reviewer_anchor,1832380555985646004,https://x.com/Un4v5s8bgsVk9Xp/status/1832380555985646004
E00170,2024-09-08,2024-09-08T10:03:32.351000+00:00,418,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1832721423561060572,https://x.com/Un4v5s8bgsVk9Xp/status/1832721423561060572
E00171,2024-09-09,2024-09-09T08:16:12.517000+00:00,419,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1833056800805151041,https://x.com/Un4v5s8bgsVk9Xp/status/1833056800805151041
E00450,2024-09-10,2024-09-10,419,page_completed,,,,2,1,,,,inferred,medium,chapter via enumerated,1833426874980306991,https://x.com/Un4v5s8bgsVk9Xp/status/1833426874980306991
E00451,2024-09-12,2024-09-12,419,page_completed,,,,4,1,,,,inferred,medium,chapter via enumerated,1834174699338858589,https://x.com/Un4v5s8bgsVk9Xp/status/1834174699338858589
E00452,2024-09-13,2024-09-13,419,page_completed,,,,5,1,,,,inferred,medium,chapter via enumerated,1834532700780429764,https://x.com/Un4v5s8bgsVk9Xp/status/1834532700780429764
E00453,2024-09-14,2024-09-14,419,page_completed,,,,6,1,,,,inferred,medium,chapter via enumerated,1834886992758555072,https://x.com/Un4v5s8bgsVk9Xp/status/1834886992758555072
E00454,2024-09-15,2024-09-15,419,page_completed,,,,7,1,,,,inferred,medium,chapter via enumerated,1835237596362060120,https://x.com/Un4v5s8bgsVk9Xp/status/1835237596362060120
E00455,2024-09-16,2024-09-16,419,page_completed,,,,8 9,2,,,,inferred,medium,chapter via enumerated,1835590695081427080,https://x.com/Un4v5s8bgsVk9Xp/status/1835590695081427080
E00456,2024-09-18,2024-09-18,419,page_completed,,,,12,1,,,,inferred,medium,chapter via enumerated,1836344533979926813,https://x.com/Un4v5s8bgsVk9Xp/status/1836344533979926813
E00457,2024-09-19,2024-09-19,419,page_completed,,,,13 14,2,,,,inferred,medium,chapter via enumerated,1836677429173325882,https://x.com/Un4v5s8bgsVk9Xp/status/1836677429173325882
E00172,2024-09-21,2024-09-21T02:29:48.272000+00:00,,disruption,,,workspace,,,,,仕事場が綺麗になりました。,text_explicit,high,,1837318279750373841,https://x.com/Un4v5s8bgsVk9Xp/status/1837318279750373841
E00173,2024-09-22,2024-09-22T10:34:11.170000+00:00,419,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1837802566245400912,https://x.com/Un4v5s8bgsVk9Xp/status/1837802566245400912
E00174,2024-09-23,2024-09-23T08:05:58.472000+00:00,420,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1838127655432184208,https://x.com/Un4v5s8bgsVk9Xp/status/1838127655432184208
E00175,2024-09-24,2024-09-24T08:03:12.081000+00:00,405,chapter_stage,retouch,complete,,,,,,加筆終了、完成。,text_explicit,high,,1838489345403330861,https://x.com/Un4v5s8bgsVk9Xp/status/1838489345403330861
E00458,2024-09-25,2024-09-25,420,page_completed,,,,6 7 8,3,,,,inferred,medium,chapter via enumerated,1838851210801246321,https://x.com/Un4v5s8bgsVk9Xp/status/1838851210801246321
E00459,2024-09-26,2024-09-26,420,page_completed,,,,9 10 11,3,,,,inferred,medium,chapter via enumerated,1839217283606131150,https://x.com/Un4v5s8bgsVk9Xp/status/1839217283606131150
E00460,2024-09-27,2024-09-27,420,page_completed,,,,12 13 14,3,,,,inferred,medium,chapter via enumerated,1839602562120712194,https://x.com/Un4v5s8bgsVk9Xp/status/1839602562120712194
E00461,2024-09-28,2024-09-28,420,page_completed,,,,15 16 17,3,,,,inferred,medium,chapter via enumerated,1839938838791368773,https://x.com/Un4v5s8bgsVk9Xp/status/1839938838791368773
E00176,2024-09-29,2024-09-29T13:36:45.735000+00:00,420,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1840385228080046407,https://x.com/Un4v5s8bgsVk9Xp/status/1840385228080046407
E00177,2024-09-29,2024-09-29T13:36:45.735000+00:00,,batch_scope,,,,,,,20,未掲載の20話分まで人物が,text_explicit,high,,1840385228080046407,https://x.com/Un4v5s8bgsVk9Xp/status/1840385228080046407
E00178,2024-09-29,2024-09-29T13:36:45.735000+00:00,,batch_countdown,,,,,,10,,年内にあと10話分のペン入れ完了が,text_explicit,high,,1840385228080046407,https://x.com/Un4v5s8bgsVk9Xp/status/1840385228080046407
E00179,2024-09-29,2024-09-29T13:36:45.735000+00:00,,batch_scope,character_inking,,,,,,10,年内にあと10話分のペン入れ完了が,text_explicit,high,,1840385228080046407,https://x.com/Un4v5s8bgsVk9Xp/status/1840385228080046407
E00180,2024-09-30,2024-09-30T10:37:52.312000+00:00,421,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1840702596706898044,https://x.com/Un4v5s8bgsVk9Xp/status/1840702596706898044
E00462,2024-10-01,2024-10-01,421,page_completed,,,,3 4,2,,,,inferred,medium,chapter via enumerated,1841074277870944293,https://x.com/Un4v5s8bgsVk9Xp/status/1841074277870944293
E00463,2024-10-02,2024-10-02,421,page_completed,,,,5 6,2,,,,inferred,medium,chapter via enumerated,1841427298068930625,https://x.com/Un4v5s8bgsVk9Xp/status/1841427298068930625
E00464,2024-10-03,2024-10-03,421,page_completed,,,,7 8,2,,,,inferred,medium,chapter via enumerated,1841771494793216024,https://x.com/Un4v5s8bgsVk9Xp/status/1841771494793216024
E00465,2024-10-04,2024-10-04,421,page_completed,,,,9 10,2,,,,inferred,medium,chapter via enumerated,1842182988823699493,https://x.com/Un4v5s8bgsVk9Xp/status/1842182988823699493
E00466,2024-10-05,2024-10-05,421,page_completed,,,,11,1,,,,inferred,medium,chapter via enumerated,1842526216286572951,https://x.com/Un4v5s8bgsVk9Xp/status/1842526216286572951
E00467,2024-10-06,2024-10-06,421,page_completed,,,,12 13,2,,,,inferred,medium,chapter via enumerated,1842846392790000107,https://x.com/Un4v5s8bgsVk9Xp/status/1842846392790000107
E00468,2024-10-07,2024-10-07,421,page_completed,,,,14 15,2,,,,inferred,medium,chapter via enumerated,1843201422437028274,https://x.com/Un4v5s8bgsVk9Xp/status/1843201422437028274
E00469,2024-10-08,2024-10-08,421,page_completed,,,,16 17,2,,,,inferred,medium,chapter via enumerated,1843568558225404363,https://x.com/Un4v5s8bgsVk9Xp/status/1843568558225404363
E00181,2024-10-09,2024-10-09T09:48:23.991000+00:00,421,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1843951637456625696,https://x.com/Un4v5s8bgsVk9Xp/status/1843951637456625696
E00182,2024-10-10,2024-10-10T11:14:08.899000+00:00,422,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始です。,text_explicit,high,,1844335604630495410,https://x.com/Un4v5s8bgsVk9Xp/status/1844335604630495410
E00470,2024-10-10,2024-10-10,422,page_completed,,,,1 2,2,,,,inferred,medium,chapter via enumerated,1844302318327759090,https://x.com/Un4v5s8bgsVk9Xp/status/1844302318327759090
E00471,2024-10-11,2024-10-11,422,page_completed,,,,3 4,2,,,,inferred,medium,chapter via enumerated,1844660092039569635,https://x.com/Un4v5s8bgsVk9Xp/status/1844660092039569635
E00472,2024-10-12,2024-10-12,422,page_completed,,,,5 6,2,,,,inferred,medium,chapter via enumerated,1845098019890586057,https://x.com/Un4v5s8bgsVk9Xp/status/1845098019890586057
E00473,2024-10-14,2024-10-14,422,page_completed,,,,9 10,2,,,,inferred,medium,chapter via enumerated,1845749854292840874,https://x.com/Un4v5s8bgsVk9Xp/status/1845749854292840874
E00474,2024-10-15,2024-10-15,422,page_completed,,,,11 12,2,,,,inferred,medium,chapter via enumerated,1846118283449446869,https://x.com/Un4v5s8bgsVk9Xp/status/1846118283449446869
E00475,2024-10-16,2024-10-16,422,page_completed,,,,13 14,2,,,,inferred,medium,chapter via enumerated,1846466366150529357,https://x.com/Un4v5s8bgsVk9Xp/status/1846466366150529357
E00476,2024-10-17,2024-10-17,422,page_completed,,,,15 16,2,,,,inferred,medium,chapter via enumerated,1846836490732818622,https://x.com/Un4v5s8bgsVk9Xp/status/1846836490732818622
E00477,2024-10-18,2024-10-18,422,page_completed,,,,17 18,2,,,,inferred,medium,chapter via enumerated,1847277399219802336,https://x.com/Un4v5s8bgsVk9Xp/status/1847277399219802336
E00183,2024-10-19,2024-10-19T09:06:52.471000+00:00,422,chapter_stage,character_inking,complete,,,,,,人物ペン入れ完了。,text_explicit,high,,1847565065920434615,https://x.com/Un4v5s8bgsVk9Xp/status/1847565065920434615
E00184,2024-10-19,2024-10-19T09:06:52.471000+00:00,423,chapter_stage,character_inking,started,,,,,,人物ペン入れ開始。,text_explicit,high,,1847565065920434615,https://x.com/Un4v5s8bgsVk9Xp/status/1847565065920434615
